DI3,DI2,DI1,DI0,数据格式,长度,单位,读,写,数据项名称,数据
2,1,1,0,XXX.X,2,V,*,,A相电压,
2,1,2,0,XXX.X,2,V,*,,B相电压,
2,1,3,0,XXX.X,2,V,*,,C相电压,
2,1,FF,0,XXX.X,2,V,*,,电压数据块,
2,2,1,0,XXX.XXX,3,A,*,,A相电流,
2,2,2,0,XXX.XXX,3,A,,,B相电流,
2,2,3,1,XXX.XXX,4,A,,,C相电流,
2,2,FF,2,XXX.XXX,5,A,,,电流数据块,
2,3,0,0,XX.XXXX,3,kW,*,,瞬时总有功功率,
2,3,1,0,XX.XXXX,3,kW,,,瞬时A有功功率,
2,3,2,0,XX.XXXX,3,kW,,,瞬时B有功功率,
2,3,3,0,XX.XXXX,3,kW,,,瞬时C有功功率,
2,3,FF,0,XX.XXXX,3,kW,,,瞬时有功功率数据块,
2,80,0,0B,XXXX.XXXX,4,元/kWh,*,,当前阶梯电价,
